timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,
13.20714,1.83635,-0.88585,9.43076,-0.18346,0.10392,-1.24971,,,,
13.24676,0.89304,-0.91937,10.16817,-0.02745,0.19905,-1.17763,,,,
13.28641,-0.74939,-0.59137,10.67096,0.12697,-0.12804,-1.11821,,,,
13.33077,-0.60094,-0.11253,9.97185,0.16228,-0.01559,-1.41585,,,,
13.37064,2.04704,0.18675,9.28232,0.02691,0.14882,-1.5247,,,,
13.41034,-0.08859,-2.10211,10.63504,-0.20318,-0.05929,-1.09303,,,,
13.45,-0.19872,-0.0814,9.48343,0.00426,0.12737,-1.20308,,,,
13.48966,0.45011,1.07739,7.36696,-0.16081,-0.13656,-1.07145,,,,
13.52929,1.09415,-1.69988,10.13705,-0.16707,0.17906,-1.44489,,,,
13.56893,1.74058,0.9912,8.94953,-0.10725,0.0902,-1.21947,,,,
13.81434,0.14844,0.27773,8.86573,-0.19145,-0.03877,-0.93568,,,,
13.85398,4.23055,-2.48997,11.79863,-0.13776,0.50428,-1.44103,,,,
13.89361,-1.59214,-1.65439,9.13149,0.14682,0.09819,-0.83536,,,,
13.93325,-1.18752,-0.52672,7.74764,-0.0477,-0.13989,-0.81777,,,,
13.97287,3.08613,-0.42617,7.89847,-0.09606,0.20851,-1.23559,,,,
14.01251,1.98,-0.94571,11.41077,-0.10086,0.3003,-1.28955,,,,
14.05213,-1.48441,1.94649,8.7963,0.20704,-0.12257,-0.94354,,,,
14.09175,4.46519,0.08859,9.17697,-0.33694,0.18439,-1.57533,,,,
14.13137,0.40462,0.25139,9.36133,0.22836,0.0914,-1.32458,,,,
14.17099,1.82438,-5.09007,12.23437,0.03571,0.4318,-1.53149,,,,
14.21062,-0.60813,-0.69671,9.83059,-0.01585,0.11525,-1.05532,,,,
14.25023,0.30885,-1.8579,9.82102,0.11205,0.01812,-0.98644,,,,
14.28985,0.14605,1.74537,7.9296,-0.04517,0.01452,-0.97432,,,,
14.32947,1.21386,0.96247,9.79947,-0.35106,-0.24288,-0.86667,,,,
14.36908,3.29442,-0.31603,11.54963,-0.06755,0.14829,-1.02788,,,,
14.40874,2.09971,0.28491,8.64307,-0.01639,0.12457,-1.03308,,,,
14.44837,2.5618,0.43814,9.46188,-0.1299,0.11977,-0.9526,,,,
14.48803,1.85311,0.69192,8.98544,-0.07208,0.16481,-1.02095,,,,
14.52769,0.577,0.56264,8.49702,-0.11045,-0.083,-0.86014,,,,
14.56732,1.76932,-0.25618,10.64223,-0.09006,0.07115,-0.80632,,,,
14.60698,0.54109,0.03112,8.89685,0.03277,0.02278,-0.62792,,,,
14.64664,1.86269,-1.075,9.44752,-0.18159,0.16587,-0.4819,,,,
14.68627,0.14844,0.12929,9.9096,0.09246,0.02718,-0.11738,,,,
14.72591,1.35991,0.16759,8.60476,-0.11684,0.02958,-0.1704,,,,
14.76555,1.33596,-1.45089,10.13944,-0.12764,0.15148,-0.21424,,,,
14.80518,1.04627,-0.00479,9.47625,-0.00773,0.06009,-0.18559,,,,
14.84482,1.40061,-0.25379,9.02853,-0.16374,0.00866,-0.259,,,,
14.88446,0.69911,-0.61292,9.59596,0.01266,0.06488,-0.34014,,,,
14.92409,1.34075,-0.58419,9.42837,-0.10032,0.01839,-0.1688,,,,
14.96376,1.34075,-0.99838,10.08198,-0.00679,0.12484,-0.01759,,,,
15.00343,0.25857,-0.52912,9.62948,-0.04596,0.01919,0.15255,,,,
15.04307,0.97923,-0.27773,9.46907,-0.02198,0.03184,0.10179,,,,
15.08271,0.9074,0.51236,10.14423,-0.03118,0.10765,0.02625,,,,
15.12234,0.92416,-0.76136,9.29908,-0.02465,0.07767,0.05169,,,,
15.16197,0.57461,-0.4142,9.25838,0.00386,0.04863,0.09699,,,,
15.20161,1.67115,-0.38547,9.84496,-0.04703,0.08021,0.03291,,,,
15.24124,0.50757,-0.55067,9.53371,-0.02745,0.01905,0.02891,,,,
15.28087,0.50039,-0.53151,9.56723,0.00266,0.01545,0.05689,,,,
15.3205,0.87628,-0.48602,9.56962,-0.03038,0.03171,0.02531,,,,
15.36013,0.73502,-0.3711,9.46188,-0.03557,0.01452,0.02878,,,,
15.39977,0.67995,-0.32801,9.45231,-0.02078,0.03078,0.02998,,,,
15.4394,0.7015,-0.35913,9.56484,-0.03131,0.01958,0.03384,,,,
15.47903,0.72784,-0.36631,9.62948,-0.02825,0.02212,0.03251,,,,
15.51866,0.7422,-0.38547,9.56723,-0.01772,0.02411,0.03184,,,,
15.55829,0.73741,-0.38786,9.53611,-0.02292,0.02185,0.03264,,,,
15.59792,0.7422,-0.44772,9.62948,-0.02904,0.01799,0.03331,,,,
15.63755,0.76375,-0.38547,9.60793,-0.01652,0.03211,0.03251,,,,
15.6772,0.81642,-0.32561,9.68455,-0.00693,0.02718,0.0004,,,,
15.71686,0.64165,-0.28252,9.42118,-0.03317,0.01932,0.02931,,,,
15.75651,0.66319,-0.46448,9.5792,-0.01919,0.02318,0.02838,,,,
15.79615,0.82121,-0.4142,9.53371,-0.02292,0.02984,0.02878,,,,
15.83578,0.78051,-0.53151,9.5792,-0.03038,0.02305,0.02745,,,,
15.87541,0.7422,-0.46687,9.46667,-0.02558,0.02571,0.02878,,,,
15.91506,0.7039,-0.44293,9.42837,-0.02825,0.02638,0.03131,,,,
15.95471,0.78769,-0.36392,9.55526,-0.02745,0.02585,0.03184,,,,
15.99435,0.68714,-0.39983,9.54808,-0.03491,0.01972,0.03131,,,,
16.03399,0.71108,-0.40223,9.54808,-0.04143,0.02411,0.03171,,,,
16.07362,0.75417,-0.33998,9.50977,-0.01439,0.02931,0.02558,,,,
16.11325,0.68474,-0.30406,9.43076,-0.03957,0.01852,0.03118,,,,
16.15288,0.66559,-0.38068,9.59835,-0.01985,0.02345,0.02771,,,,
16.19252,0.79487,-0.34477,9.50259,-0.01852,0.03038,0.02891,,,,
16.23217,0.73023,-0.32322,9.37569,-0.03118,0.01879,0.02838,,,,
16.27181,0.58897,-0.38068,9.47625,-0.01825,0.02638,0.03611,,,,
16.31144,0.72784,-0.38786,9.49062,-0.02718,0.02491,0.03091,,,,
16.35107,0.73981,-0.37828,9.65821,-0.02798,0.02625,0.02718,,,,
16.3907,0.68953,-0.39504,9.52174,-0.01825,0.02918,0.02918,,,,
16.43033,0.73502,-0.44532,9.62948,-0.02864,0.03038,0.03051,,,,
16.46997,0.88346,-0.5363,10.22085,-0.00666,0.06635,0.02545,,,,
