Timestamp (s),X Position (m),Y Position (m)
0.0,0.0,0.0
0.029428482055664062,5.976602958443073e-06,-1.390594763445169e-06
0.06248283386230469,2.067168784645482e-05,-1.3131175562079994e-06
0.09535074234008789,4.1748216206663806e-05,-2.353019506539168e-06
0.12849903106689453,6.86303157489205e-05,-2.5031126749702888e-06
0.16152310371398926,0.00010543204549350069,-1.373583087218365e-07
0.1946423053741455,0.00015239965693240068,2.243955181429814e-07
0.2279677391052246,0.00020202804836984446,-1.730073145506091e-06
0.26105523109436035,0.0002521131538856891,-2.6423055333183503e-07
0.2940974235534668,0.0003100223379042266,6.128949925271052e-07
0.3270103931427002,0.00037495268761248134,-4.7563240615805304e-07
0.36005663871765137,0.00044207232912793417,-2.6458445148145154e-06
0.39309167861938477,0.0005140196672218285,-5.610635990756833e-06
0.42624592781066895,0.0005938372400096719,-7.840666770055726e-06
0.45952868461608887,0.0006765184408227075,-9.648775905348909e-06
0.4924814701080322,0.0007641456122042468,-1.0254844974658077e-05
0.5255415439605713,0.0008567149871441637,-1.0921407783458064e-05
0.5586371421813965,0.0009538341953998315,-1.1947433278340135e-05
0.5919480323791504,0.0010542105340128841,-1.2381802318372071e-05
0.6247446537017822,0.0011620321176045321,-1.1431930933783162e-05
0.6578319072723389,0.0012741232782564112,-1.1160724423992922e-05
0.6912233829498291,0.0013864836937475405,-1.0106577109165987e-05
0.7242684364318848,0.001501464496449446,-7.015301033947083e-06
0.7570323944091797,0.0016220956760791849,-3.666281025794367e-06
0.7902889251708984,0.0017439035179052903,4.964018383250702e-07
0.8233447074890137,0.0018647738505518246,4.31776581023391e-06
0.8563776016235352,0.0019948892252091965,7.766418707088673e-06
0.8895285129547119,0.0021303420534410167,1.1979692833441976e-05
0.9227707386016846,0.0022665359676141135,1.7170714711698414e-05
0.9557147026062012,0.0024043422019444155,2.116576301748443e-05
0.9886918067932129,0.002545899432465567,2.7414582458615975e-05
1.0219411849975586,0.002688602617741566,3.505688952242757e-05
1.0548577308654785,0.002834703615776039,4.3064454153271914e-05
1.0879786014556885,0.0029826295409571602,5.205134751446343e-05
1.121396780014038,0.0031309737726180303,6.132571340585827e-05
1.1546077728271484,0.0032812617850827633,7.150168473005322e-05
1.1871309280395508,0.0034274563539134213,8.05334487467807e-05
1.2205102443695068,0.003578610233078744,9.057665514796962e-05
1.253533124923706,0.003731443478585783,0.00010200514971790097
1.2865839004516602,0.0038861287128761812,0.00011627019421468459
1.3195300102233887,0.004046982405701763,0.0001341817720015679
1.3525846004486084,0.0042061059977906955,0.00015098916727679382
1.3859150409698486,0.004364268556169629,0.000168729868315407
1.4189677238464355,0.004524601256999633,0.00018751503733384548
1.452061653137207,0.004684729326965064,0.0002068657129523736
1.484912395477295,0.00484622429844913,0.0002295037342872945
1.518094539642334,0.005009544282214415,0.00025275437132247293
1.551107406616211,0.005175103300515146,0.000275630296336588
1.5841896533966064,0.005342794878222152,0.00030199285326777334
1.6174755096435547,0.0055105420279927386,0.0003293285005784565
1.6505582332611084,0.0056772658009673635,0.00035721130084477197
1.6834537982940674,0.005843705904678648,0.00038732401449861594
1.716705322265625,0.006011660516914557,0.000417889621029017
1.7495720386505127,0.006180293649849849,0.00044975752551692225
1.7828772068023682,0.006348995273375864,0.00048507218040198195
1.8157248497009277,0.0065169280264659535,0.0005222824497803348
1.8488752841949463,0.006690570186356674,0.0005604737121263685
1.8821439743041992,0.006860269586671343,0.0005990782206447962
1.9152917861938477,0.007028157404227652,0.0006405697877062205
1.9482953548431396,0.007196843720253725,0.000683378863355112
1.9813625812530518,0.007367485957826032,0.0007284233606041547
2.0143778324127197,0.007540780789537889,0.0007774098851099895
2.047366142272949,0.007711284719353886,0.0008269806208515151
2.0806562900543213,0.007882891051217348,0.0008797172723066686
2.1137192249298096,0.008054233870766382,0.000934236771225149
2.1468160152435303,0.008226153870402339,0.0009902755953983694
2.179929256439209,0.008394854237301535,0.001049226014847181
2.2130088806152344,0.008563940019365517,0.0011088602934076653
2.2460131645202637,0.008734289049460948,0.0011697551900681892
2.2790961265563965,0.00890343922775931,0.0012326804884276485
2.3122308254241943,0.00906966344839291,0.0012975421930687204
2.3453938961029053,0.009236074913779207,0.001363565330335795
2.3783609867095947,0.009401798677087795,0.001431664809136459
2.4113268852233887,0.00957050692907561,0.0015009351817778897
2.444382429122925,0.00973808621309269,0.0015710955516847118
2.4776430130004883,0.009903443671892522,0.001644121663118294
2.510586977005005,0.010067913663444512,0.0017188019339487654
2.5438952445983887,0.010231497012626361,0.00179536931871669
2.5766358375549316,0.010394304384121677,0.0018735340168819126
2.609949827194214,0.010555960991197245,0.0019546669174942415
2.6430325508117676,0.010715473481682813,0.00203836673472665
2.6761834621429443,0.010872275104275428,0.0021249720286718337
2.7090601921081543,0.01103049867361637,0.002213050550301137
2.742175817489624,0.011190519818894048,0.002304860871547982
2.775195837020874,0.011346071694542045,0.0023979612244977655
2.808565378189087,0.011499257598828295,0.002494374125451982
2.8415472507476807,0.01165170205332628,0.0025919386431003666
2.8744988441467285,0.01180284151063818,0.002691653151720461
2.907851457595825,0.01195249473569789,0.0027949566024371712
2.94096040725708,0.012100355327324959,0.002900273910971534
2.9737205505371094,0.012247208824310891,0.0030064762761589326
3.006849527359009,0.012395028286442056,0.0031153873902599895
3.040207862854004,0.012539871121602965,0.0032268557856315414
3.0732553005218506,0.012681169312540137,0.0033406142975249673
3.1063408851623535,0.01282266115341391,0.003456884392647891
3.139163017272949,0.012962734576553215,0.0035736442817157154
